"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.876348980E0,1.420627981E-1,1.501035690E-2,2.585315704E-2
1.881344969E0,1.223337948E-1,2.314114571E-2,1.693916321E-1
1.886340959E0,5.481214821E-2,4.070162773E-2,3.117542267E-1
1.891336948E0,-3.174690902E-2,6.733155251E-2,4.293251038E-1
1.896332938E0,-8.967269957E-2,1.026270390E-1,5.081930161E-1
1.901328928E0,-1.144463718E-1,1.225838661E-1,5.630006790E-1
1.906324917E0,-1.300299168E-1,1.414325237E-1,6.129961014E-1
1.911320959E0,-1.224454194E-1,1.446962357E-1,6.393222809E-1
1.916317000E0,-1.060653329E-1,1.419034004E-1,6.564569473E-1
1.921313042E0,-1.142318472E-1,1.284487247E-1,6.501922607E-1
1.926309084E0,-1.276707202E-1,1.280670166E-1,6.397533417E-1
1.931305125E0,-1.273544282E-1,1.218433380E-1,6.013565063E-1
1.936301167E0,-1.182806194E-1,1.384134293E-1,5.304498672E-1
1.941297209E0,-1.002645865E-1,1.301486492E-1,4.652719498E-1
1.946293250E0,-6.367364526E-2,1.164884567E-1,3.771848679E-1
1.951289292E0,-1.794908941E-2,1.023216248E-1,2.900829315E-1
1.956285334E0,1.314790547E-2,9.239864349E-2,1.992082596E-1
1.961281375E0,1.572376490E-2,8.697104454E-2,8.548355103E-2
1.966277417E0,1.381622255E-2,8.629012108E-2,-3.202438354E-2
1.971273459E0,-1.995787024E-3,9.060239792E-2,-1.249084473E-1
1.976269500E0,-3.156779706E-2,9.070539474E-2,-2.125043869E-1
1.981265542E0,-4.612207413E-2,1.009759903E-1,-2.854013443E-1
1.986261584E0,-2.671374381E-2,1.024789810E-1,-3.200397491E-1
1.991257625E0,-7.085382938E-3,7.154297829E-2,-3.024911880E-1
1.996253667E0,-6.500303745E-3,6.522870064E-2,-2.426042557E-1
2.001249709E0,2.225530148E-2,5.455231667E-2,-1.785974503E-1
2.006245750E0,2.172614634E-2,3.014874458E-2,-1.532773972E-1
2.011241792E0,1.586392522E-3,1.554107666E-2,-1.329450607E-1
2.016237834E0,-2.823615074E-2,1.511049271E-2,-1.221961975E-1
2.021233875E0,-4.384210706E-2,1.948165894E-2,-1.257982254E-1
2.026229917E0,-5.953863263E-2,9.431362152E-3,-1.340579987E-1
2.031225959E0,-8.961813897E-2,-5.327939987E-3,-1.279792786E-1
2.036222000E0,-8.177499473E-2,-1.014232635E-3,-1.409215927E-1
2.041218042E0,-3.619095683E-2,7.966756821E-3,-6.351280212E-2
2.046214084E0,-6.746649742E-4,2.632260323E-2,3.777503967E-3
2.051210125E0,1.325413585E-3,3.018426895E-2,4.680347443E-2
2.056206167E0,3.404006362E-3,5.276989937E-2,9.906387329E-2
2.061202209E0,-1.830597222E-2,5.109047890E-2,1.557750702E-1
2.066198250E0,-2.580037713E-2,3.945231438E-2,1.932182312E-1
2.071194292E0,-3.814409673E-2,2.287769318E-2,2.019786835E-1
2.076190334E0,-3.634165227E-2,-3.202080727E-2,1.918697357E-1
2.081186375E0,-5.346408486E-2,-6.309771538E-2,1.630058289E-1
2.086182417E0,-2.766205370E-2,-7.985520363E-2,1.107158661E-1
2.091178459E0,7.534399629E-3,-5.392265320E-2,7.318210602E-2
2.096174500E0,6.646567583E-2,-4.724693298E-2,4.072475433E-2
2.101170542E0,1.110239178E-1,-3.588104248E-2,3.786087036E-3
2.106166584E0,1.174151450E-1,-2.926635742E-2,-4.238224030E-2
2.111162625E0,1.050188690E-1,-2.717423439E-2,-8.353614807E-2
2.116158667E0,7.864488661E-2,-3.436350822E-2,-1.101989746E-1
2.121154709E0,5.728903413E-2,-3.180909157E-2,-1.557092667E-1
2.126150750E0,4.075561464E-2,-1.954174042E-2,-1.914367676E-1
2.131146792E0,5.768631399E-2,-1.184058189E-2,-2.032423019E-1
2.136142834E0,7.458232343E-2,-1.811790466E-2,-2.055902481E-1
2.141138875E0,9.606924653E-2,-9.910821915E-3,-1.747550964E-1
2.146134917E0,9.364588559E-2,-6.285190582E-3,-1.490221024E-1
2.151130959E0,8.170104027E-2,1.639413834E-2,-1.092929840E-1
2.156127000E0,7.464355230E-2,2.468466759E-2,-8.890819550E-2
2.161123042E0,8.682098985E-2,1.865839958E-2,-8.294105530E-2
2.166119084E0,8.018025756E-2,2.212977409E-2,-8.650684357E-2
2.171115125E0,6.442266703E-2,3.036618233E-2,-7.107543945E-2
2.176111167E0,4.886369407E-2,2.428722382E-2,-7.951545715E-2
2.181107209E0,5.259077251E-2,2.314901352E-2,-6.895351410E-2
2.186103250E0,4.208061099E-2,3.170561790E-2,-7.280349731E-2
2.191099292E0,4.570505023E-2,2.138447762E-2,-5.770111084E-2
2.196095334E0,4.451468587E-2,2.073788643E-2,-4.750823975E-2
2.201091375E0,2.420908213E-2,1.073884964E-2,-5.644893646E-2
2.206087417E0,-1.983210444E-2,1.051163673E-2,-7.488632202E-2
2.211083459E0,-2.564115822E-2,1.527118683E-2,-7.427120209E-2
2.216079500E0,-3.146894276E-2,1.548147202E-2,-3.102207184E-2
2.221075542E0,-8.880108595E-3,6.286859512E-3,-2.413749695E-3
2.226071584E0,-8.956044912E-4,6.712198257E-3,7.817554474E-2
2.231067625E0,-1.211443543E-2,1.173949242E-2,1.059226990E-1
2.236063667E0,-4.213063419E-2,2.291917801E-3,1.097717285E-1
2.241059709E0,-5.260924995E-2,-2.706289291E-3,9.949111938E-2
2.246055750E0,-6.267905235E-2,-1.259779930E-2,1.036100388E-1
2.251051792E0,-7.251405716E-2,-3.695726395E-3,1.030588150E-1
2.256047834E0,-5.376790464E-2,4.849195480E-3,1.311206818E-1
2.261043875E0,-6.361323595E-2,-1.205444336E-3,1.305723190E-1
2.266039917E0,-4.017648101E-2,-1.703715324E-2,1.206703186E-1
2.271035959E0,-3.132334352E-2,3.123283386E-4,1.156826019E-1
2.276032000E0,-3.673121333E-3,3.080129623E-3,1.060705185E-1
2.281028042E0,-4.780441523E-3,1.992392540E-2,8.710384369E-2
2.286024084E0,-6.029456854E-3,1.288175583E-2,7.305049896E-2
2.291020125E0,-1.678125560E-2,1.524806023E-2,5.917739868E-2
2.296016167E0,-2.744340897E-2,3.348827362E-3,3.117370605E-2
2.301012209E0,-2.831757069E-2,-1.325082779E-2,3.666019440E-2
2.306008250E0,-3.396061063E-2,-5.971193314E-3,4.685115814E-2
2.311004292E0,-3.969913721E-2,1.152992249E-3,1.472234726E-1
2.316000334E0,-4.082357883E-2,1.268362999E-2,2.278881073E-1
2.320996375E0,-6.071464717E-2,9.255409241E-3,2.606477737E-1
2.325992417E0,-7.057437301E-2,1.469063759E-2,2.744073868E-1
2.330988407E0,-8.468432724E-2,2.402400970E-2,2.598867416E-1
2.335984396E0,-6.051059067E-2,8.780241013E-3,1.935672760E-1
2.340980386E0,-6.029315293E-2,7.390499115E-3,7.578849792E-2
2.345976375E0,-5.522651970E-2,1.052689552E-2,-5.515384674E-2
2.350972365E0,-7.396498322E-2,8.892297745E-3,-1.802530289E-1
2.355968355E0,-8.787928522E-2,3.140211105E-2,-2.902193069E-1
2.360964344E0,-1.067242622E-1,5.909729004E-2,-3.140459061E-1
2.365960334E0,-1.069334447E-1,8.723187447E-2,-2.999505997E-1
2.370956323E0,-8.875666559E-2,9.201145172E-2,-2.292327881E-1
2.375952313E0,-6.182365119E-2,1.021192074E-1,-1.166105270E-1
2.380948303E0,-4.512059689E-2,1.076283455E-1,-1.450634003E-2
2.385944292E0,-3.359679878E-2,9.898638725E-2,8.194923401E-2
2.390940282E0,-1.756995916E-2,8.091711998E-2,1.633644104E-1
2.395936271E0,-1.101160049E-2,6.280755997E-2,1.824483871E-1
2.400932261E0,5.273133516E-3,3.036689758E-2,1.967201233E-1
2.405928250E0,7.562458515E-3,1.686215401E-2,1.635189056E-1
2.410924240E0,1.970860362E-2,-1.325607300E-3,1.116113663E-1
2.415920230E0,1.307073236E-2,-4.131793976E-4,6.014823914E-2
2.420916219E0,-7.398724556E-3,1.478648186E-2,1.383209229E-2
2.425912209E0,-1.318839192E-2,1.100993156E-2,-8.423805237E-3
2.430908198E0,-2.365157008E-2,2.613067627E-3,1.220130920E-2
2.435904188E0,-1.035976410E-2,3.924369812E-3,2.310085297E-2
2.440900178E0,-6.838470697E-3,9.975433350E-3,3.866481781E-2
2.445896167E0,1.568800211E-2,1.578426361E-2,2.569103241E-2
2.450892157E0,4.272115231E-2,1.176142693E-2,-1.293182373E-3
2.455888146E0,6.480070949E-2,2.786397934E-3,-6.118774414E-2
2.460884136E0,7.714548707E-2,3.191947937E-3,-1.489868164E-1
2.465880125E0,9.398767352E-2,-2.029132843E-2,-2.264871597E-1
2.470876115E0,4.404208064E-2,-4.348373413E-2,-3.223676682E-1
2.475872105E0,8.542954922E-3,-5.204772949E-2,-3.652877808E-1
2.480868094E0,-1.750773191E-2,-8.385062218E-2,-3.985271454E-1
2.485864084E0,-3.402012587E-2,-1.291060448E-1,-4.459552765E-1
2.490860073E0,-3.618958592E-2,-1.542775631E-1,-4.600563049E-1
2.495856115E0,-1.454436779E-2,-1.594858170E-1,-4.268865585E-1
2.500852157E0,1.676893234E-2,-1.496045589E-1,-3.753604889E-1
2.505848198E0,6.278878450E-2,-1.295118332E-1,-3.103914261E-1
2.510844240E0,8.559256792E-2,-1.373288631E-1,-2.415733337E-1
2.515840282E0,8.534085751E-2,-1.255786419E-1,-1.545877457E-1
2.520836323E0,9.058126807E-2,-1.276602745E-1,-1.113119125E-1
2.525832365E0,7.258257270E-2,-1.054739952E-1,-5.439090729E-2
2.530828407E0,3.608408570E-2,-7.839918137E-2,1.902580261E-3
2.535824448E0,-1.922482252E-2,-7.030987740E-2,4.338550568E-2
2.540820490E0,-4.595223069E-2,-5.748867989E-2,9.876060486E-2
2.545816532E0,-6.333042681E-2,-3.071308136E-2,1.727628708E-1
2.550812573E0,-5.243700743E-2,-1.398038864E-2,2.700443268E-1
2.555808615E0,-4.197818041E-2,6.753683090E-3,3.240547180E-1
2.560804657E0,-4.133909941E-2,1.715826988E-2,3.779087067E-1
2.565800698E0,-4.117065668E-2,3.152036667E-2,4.173898697E-1
2.570796740E0,-3.670039773E-2,2.121973038E-2,4.236640930E-1
2.575792782E0,-3.738749027E-2,1.974940300E-2,4.064807892E-1
2.580788823E0,-2.398586273E-2,3.291130066E-3,3.470363617E-1
2.585784865E0,3.407537937E-3,5.349636078E-3,2.931079865E-1
2.590780907E0,1.131531596E-2,1.185417175E-2,2.492599487E-1
2.595776948E0,2.381092310E-2,1.811528206E-2,1.963672638E-1
2.600772990E0,3.146794438E-2,2.897334099E-2,1.677007675E-1
2.605769032E0,2.012860775E-2,4.443764687E-2,1.630382538E-1
2.610765073E0,-1.025205851E-2,4.082632065E-2,1.441555023E-1
2.615761115E0,2.451360226E-3,3.719782829E-2,1.301975250E-1
2.620757157E0,1.523789763E-2,3.350543976E-2,1.353855133E-1
2.625753198E0,2.357390523E-2,2.960944176E-2,8.838653564E-2
2.630749240E0,2.284243703E-2,1.592040062E-2,3.240966797E-2
2.635745282E0,8.396953344E-3,2.115440369E-2,-1.828765869E-2
2.640741323E0,-7.697641850E-4,1.196336746E-2,-1.017541885E-1
2.645737365E0,4.721224308E-3,7.649421692E-3,-1.845579147E-1
2.650733407E0,9.783208370E-4,1.776170731E-2,-2.477493286E-1
2.655729448E0,-2.424836159E-3,1.857924461E-2,-2.915534973E-1
2.660725490E0,-1.964825392E-2,1.976656914E-2,-3.066797256E-1
2.665721532E0,-3.280490637E-3,2.327203751E-3,-3.218498230E-1
2.670717573E0,1.310622692E-2,-9.656906128E-3,-3.371448517E-1
2.675713615E0,9.475648403E-4,-2.088761330E-2,-3.383579254E-1
2.680709657E0,-1.671731472E-3,-2.201557159E-2,-2.970476151E-1
2.685705698E0,-2.346843481E-2,-1.312875748E-2,-2.230596542E-1
2.690701740E0,-4.546564817E-2,-3.942489624E-3,-1.166009903E-1
2.695697782E0,-5.819059908E-2,5.550384521E-4,7.918357849E-3
2.700693823E0,-5.713386834E-2,-4.673004150E-3,1.030130386E-1
2.705689865E0,-7.082799077E-2,-2.927637100E-2,1.832752228E-1
2.710685907E0,-7.550171018E-2,-2.574992180E-2,2.298984528E-1
2.715681948E0,-9.964801371E-2,-4.656052589E-2,2.479114532E-1
2.720677990E0,-1.193885058E-1,-4.881668091E-2,2.423219681E-1
2.725674032E0,-1.014887542E-1,-3.737068176E-2,2.085542679E-1
2.730670073E0,-8.888387680E-2,-2.653646469E-2,2.227964401E-1
2.735666115E0,-5.780819058E-2,-1.137018204E-2,2.275857925E-1
2.740662157E0,-3.185480833E-2,-2.044773102E-2,2.277593613E-1
2.745658198E0,-1.564058661E-2,-1.078677177E-2,2.518253326E-1
2.750654240E0,-1.361331344E-2,-2.536916733E-2,2.331380844E-1
2.755650282E0,-1.823335886E-3,-2.591371536E-2,2.242441177E-1
2.760646323E0,1.958003640E-2,-5.531859398E-2,1.918468475E-1
2.765642365E0,2.700936794E-2,-7.046604156E-2,1.123266220E-1
2.770638407E0,2.074328065E-2,-8.101987839E-2,2.883052826E-2
2.775634448E0,1.503086090E-2,-7.248520851E-2,-1.753807068E-3
2.780630490E0,2.396669984E-2,-5.917477608E-2,-6.062507629E-2
2.785626532E0,2.838745713E-2,-4.583001137E-2,-1.095800400E-1
2.790622573E0,2.334710956E-2,-5.139851570E-2,-1.344690323E-1
2.795618615E0,2.798655629E-2,-7.106995583E-2,-1.686916351E-1
2.800614657E0,5.667948723E-2,-7.125353813E-2,-2.217798233E-1
2.805610698E0,7.598564029E-2,-7.594895363E-2,-2.935342789E-1
2.810606740E0,5.739817023E-2,-7.073140144E-2,-3.316278458E-1
2.815602782E0,2.485597134E-2,-7.924199104E-2,-3.744106293E-1
2.820598823E0,-1.218962669E-2,-8.237004280E-2,-3.743524551E-1
2.825594865E0,-5.376911163E-2,-8.006644249E-2,-3.983316422E-1
2.830590907E0,-5.710411072E-2,-8.187031746E-2,-3.939161301E-1
2.835586948E0,-7.462795079E-2,-8.779406548E-2,-3.375854492E-1
2.840582990E0,-3.977262974E-2,-8.840489388E-2,-2.392225266E-1
2.845579032E0,-3.386455774E-2,-8.398365974E-2,-1.465501785E-1
2.850575073E0,-1.397255063E-2,-8.425545692E-2,-9.267139435E-2
2.855571115E0,-1.347786188E-2,-7.028222084E-2,-1.549053192E-2
2.860567157E0,-2.753832936E-2,-3.291893005E-2,5.166912079E-2
2.865563198E0,-3.220057487E-2,-2.459621429E-2,1.088895798E-1
2.870559240E0,-1.801678538E-2,-2.155828476E-2,1.183691025E-1
2.875555282E0,-8.767724037E-3,-1.882362366E-2,9.941005707E-2
2.880551323E0,-8.977830410E-3,-3.548145294E-2,5.228614807E-2
2.885547365E0,-2.803620696E-2,-2.839422226E-2,-8.631706238E-3
2.890543407E0,-1.827934384E-2,-4.035854340E-2,-6.904792786E-2
2.895539448E0,-3.711241484E-2,-5.217075348E-2,-1.194858551E-1
2.900535490E0,-5.606490374E-2,-6.834840775E-2,-1.601266861E-1
2.905531532E0,-2.275857329E-2,-6.497049332E-2,-1.911239624E-1
2.910527573E0,5.618691444E-3,-5.174732208E-2,-1.793031693E-1
2.915523615E0,2.938407660E-2,-2.862405777E-2,-1.440877914E-1
2.920519605E0,4.864037037E-2,-1.966333389E-2,-1.093082428E-1
2.925515051E0,5.388149619E-2,3.742694855E-3,-7.970714569E-2
2.930511041E0,2.124863863E-2,1.293611526E-2,-5.046272278E-2
2.935507030E0,-6.435543299E-3,1.744318008E-2,-2.530097961E-3
2.940503020E0,-1.990172267E-2,5.044889450E-2,3.074645996E-2
2.945499010E0,-2.885496616E-2,6.409358978E-2,5.905151367E-2
2.950494999E0,-3.312489390E-2,7.278251648E-2,5.867767334E-2
2.955490989E0,-2.332171798E-2,7.637262344E-2,7.268810272E-2
2.960486978E0,-1.385483146E-2,6.075429916E-2,5.343627930E-2
2.965482968E0,-2.371197939E-2,5.932950974E-2,5.947113037E-3
2.970478957E0,-2.412980795E-2,5.791664124E-2,-3.164482117E-2
2.975474947E0,-5.618304014E-3,5.176877975E-2,-5.942440033E-2
2.980470937E0,7.968872786E-3,4.111194611E-2,-4.907131195E-2
2.985466509E0,5.470395088E-2,4.497432709E-2,-3.414154053E-2
2.990462499E0,7.746157050E-2,6.332159042E-2,-4.730224609E-4
2.995458488E0,5.265590549E-2,7.685613632E-2,3.286933899E-2
3.000454478E0,5.656611919E-2,9.036540985E-2,9.913253784E-2
3.005450468E0,4.119163752E-2,6.558656693E-2,1.696882248E-1
3.010446457E0,4.474937916E-2,6.447362900E-2,2.587881088E-1
3.015442447E0,5.295759439E-2,3.911590576E-2,2.951507568E-1
3.020438436E0,8.025276661E-2,1.350069046E-2,3.076801300E-1
3.025434426E0,8.858120441E-2,1.123428345E-2,3.013849258E-1
3.030430415E0,6.846424937E-2,3.675937653E-3,2.621593475E-1
3.035426405E0,6.769567728E-2,5.210876465E-3,1.712379456E-1
3.040422395E0,3.860765696E-2,-7.791042328E-3,7.645034790E-2
3.045418384E0,4.335001111E-2,-1.128196716E-2,-1.276683807E-2
3.050414374E0,3.408735991E-2,-3.848552704E-2,-1.012487411E-1
3.055410363E0,3.947073221E-2,-4.628419876E-2,-1.605978012E-1
3.060406353E0,3.575345874E-2,-4.414892197E-2,-1.958980560E-1
3.065402343E0,3.723180294E-2,-6.070137024E-2,-2.073259354E-1
3.070398332E0,5.687892437E-3,-7.679176331E-2,-2.283134460E-1
3.075394322E0,-5.424594879E-2,-1.113677025E-1,-2.397975922E-1
3.080390311E0,-8.541649580E-2,-1.214866638E-1,-2.371320724E-1
3.085386301E0,-7.863758504E-2,-1.121959686E-1,-2.013921738E-1
3.090382290E0,-4.377186298E-2,-8.850240707E-2,-1.707963943E-1
3.095378280E0,-3.799164295E-2,-9.331274033E-2,-1.310338974E-1
3.100374322E0,-1.350119710E-2,-7.890605927E-2,-1.106748581E-1
3.105370363E0,-3.578037024E-3,-8.813095093E-2,-8.109188080E-2
3.110366405E0,6.281167269E-3,-9.230232239E-2,-7.560539246E-2
3.115362447E0,6.582945585E-3,-8.675765991E-2,-3.701210022E-2
3.120358488E0,1.651266217E-2,-8.582830429E-2,-3.206825256E-2
3.125354530E0,1.234349608E-2,-7.522678375E-2,-2.725982666E-2
3.130350572E0,3.646433353E-3,-9.315776825E-2,-3.201675415E-2
3.135346613E0,-4.270911217E-2,-5.381679535E-2,-4.630565643E-2
3.140342655E0,-7.814645767E-3,-6.210231781E-2,-7.006359100E-2
3.145338697E0,7.866203785E-3,-5.588531494E-2,-1.032104492E-1
3.150334738E0,2.809643745E-2,-3.533363342E-2,-7.916164398E-2
3.155330780E0,5.303651094E-3,-2.906084061E-2,-7.911682129E-2
3.160326822E0,-3.170606494E-2,-3.890991211E-3,-4.105758667E-2
3.165322863E0,-6.386356056E-2,2.582311630E-2,1.568412781E-2
3.170318905E0,-7.230511308E-2,4.566001892E-2,9.101772308E-2
3.175314947E0,-3.809791803E-2,6.026268005E-2,1.183938980E-1
3.180310988E0,6.688535213E-4,4.113578796E-2,1.172199249E-1
3.185307030E0,1.572054625E-2,3.618240356E-2,1.209011078E-1
3.190303072E0,1.214289665E-2,4.523849487E-2,8.667564392E-2
3.195299113E0,1.856046915E-2,3.983736038E-2,5.278491974E-2
3.200295155E0,1.582467556E-2,3.443574905E-2,-4.558563232E-3
3.205291197E0,-6.437897682E-4,5.775833130E-2,-3.778266907E-2
3.210287238E0,-7.081091404E-3,8.577585220E-2,-4.706573486E-2
3.215283280E0,-4.200239480E-2,8.525514603E-2,-1.361942291E-2
3.220279322E0,-3.436131775E-2,1.039652824E-1,4.319763184E-2
3.225275363E0,-3.688247502E-2,1.416563988E-1,8.524799347E-2
3.230271405E0,-4.950290918E-2,1.505465508E-1,1.412115097E-1
3.235267447E0,-3.412882984E-2,1.545238495E-1,1.872720718E-1
3.240263488E0,-9.823262691E-3,1.439008713E-1,2.283639908E-1
3.245259530E0,-4.993557930E-3,1.235904694E-1,2.455101013E-1
3.250255572E0,-9.837716818E-3,1.031727791E-1,2.768917084E-1
3.255251613E0,-3.277659416E-4,9.693622589E-2,2.701320648E-1
3.260247655E0,3.775542974E-2,1.047158241E-1,2.540569305E-1
3.265243697E0,6.155529618E-2,1.264896393E-1,2.334461212E-1
3.270239738E0,8.564159274E-2,1.432824135E-1,1.655311584E-1
3.275235780E0,9.101811051E-2,1.408901215E-1,1.076889038E-1
3.280231822E0,1.062355042E-1,1.385107040E-1,4.557228088E-2
3.285227863E0,8.840394020E-2,1.316738129E-1,1.707744598E-2
3.290223905E0,7.092633843E-2,1.106443405E-1,-6.434440613E-3
3.295219947E0,5.380266905E-2,1.040811539E-1,-1.078414917E-2
3.300215988E0,2.751114964E-2,6.898832321E-2,-5.560874939E-3
3.305212030E0,-8.055418730E-3,3.879976273E-2,3.767108917E-2
3.310208072E0,-5.356550217E-3,1.803779602E-2,4.745674133E-2
3.315204113E0,-2.178637683E-2,-1.711845398E-2,8.105850220E-2
3.320200155E0,-2.376249433E-2,-3.340578079E-2,1.003293991E-1
3.325196197E0,-1.622238755E-2,-4.522562027E-2,1.006431580E-1
3.330192238E0,-4.111796618E-3,-4.772806168E-2,6.785011292E-2
3.335188280E0,-6.441012025E-3,-7.897996902E-2,5.445957184E-2
3.340184322E0,-1.843714714E-2,-9.121227264E-2,2.705383301E-2
3.345180363E0,-3.061309457E-2,-8.932971954E-2,-5.722045898E-6
3.350176405E0,-2.851620317E-2,-7.326698303E-2,-5.055522919E-2
3.355172447E0,-5.504839122E-2,-5.743408203E-2,-5.314731598E-2
3.360168488E0,-6.748658419E-2,-4.173135757E-2,-6.045436859E-2
3.365164530E0,-9.439247847E-2,-4.026460648E-2,-5.351066589E-2
3.370160572E0,-7.873441279E-2,-5.296325684E-2,-4.190921783E-2
3.375156613E0,-6.837388873E-2,-7.016372681E-2,-1.621246338E-2
3.380152655E0,-6.338167191E-2,-8.237743378E-2,9.241104126E-3
3.385148697E0,-3.487432003E-2,-8.499193192E-2,2.024269104E-2
3.390144738E0,-6.628692150E-3,-8.777093887E-2,1.699638367E-2
3.395140780E0,-2.174764872E-3,-1.048183441E-1,-5.197525024E-3
3.400136822E0,1.197166741E-2,-1.218624115E-1,-2.714538574E-2
3.405132863E0,1.208232343E-2,-1.436958313E-1,-3.933238983E-2
3.410128905E0,4.561746120E-2,-1.558957100E-1,-6.564617157E-2
3.415124947E0,6.953975558E-2,-1.489515305E-1,-9.651470184E-2
3.420120988E0,6.006956100E-2,-1.230235100E-1,-1.129026413E-1
3.425117030E0,6.024385989E-2,-1.113247871E-1,-1.245164871E-1
3.430113020E0,7.005088031E-2,-1.138310432E-1,-1.313533783E-1
3.435109009E0,7.535028458E-2,-1.066350937E-1,-1.429758072E-1
3.440104999E0,7.140882313E-2,-8.977031708E-2,-1.308765411E-1
3.445100988E0,8.677025139E-2,-1.012611389E-1,-1.237649918E-1
3.450096978E0,7.835182548E-2,-1.124258041E-1,-9.308242798E-2
3.455092968E0,4.653882980E-2,-9.491205215E-2,-8.170032501E-2
3.460088957E0,3.419405222E-2,-8.685493469E-2,-7.050704956E-2
3.465084947E0,4.594829679E-2,-8.831644058E-2,-7.842826843E-2
3.470080936E0,5.295011401E-2,-8.501434326E-2,-9.103488922E-2
3.475076926E0,5.046482384E-2,-7.699203491E-2,-1.082849503E-1
3.480072915E0,4.792961478E-2,-5.944728851E-2,-1.206836700E-1
3.485068905E0,4.043196142E-2,-5.141019821E-2,-1.377859116E-1
3.490064895E0,3.273962438E-2,-1.960802078E-2,-1.310386658E-1
3.495060884E0,5.721688271E-3,1.686000824E-2,-1.291751862E-1
3.500056874E0,-1.690141857E-2,6.275129318E-2,-7.993984222E-2
3.505052863E0,-3.505119681E-2,8.949565887E-2,-5.970478058E-2
3.510048853E0,-4.885722697E-2,1.161074638E-1,2.206230164E-2
3.515044843E0,-3.456534445E-2,1.140532494E-1,9.364032745E-2
3.520040832E0,-2.023026347E-3,1.259365082E-1,2.170276642E-1
3.525036822E0,-3.383412957E-3,1.136097908E-1,3.015871048E-1
3.530032811E0,-9.571850300E-3,1.386814117E-1,3.667860031E-1
3.535028801E0,-2.036307752E-2,1.579184532E-1,4.128713608E-1
3.540024790E0,-2.149558067E-2,1.760258675E-1,4.258031845E-1
3.545020780E0,6.059274077E-3,1.738801003E-1,4.059257507E-1
3.550016770E0,1.941740513E-2,1.565341949E-1,3.439493179E-1
3.555012759E0,-3.192126751E-4,1.621980667E-1,2.544260025E-1
3.560008749E0,-9.952187538E-3,1.387267113E-1,1.374473572E-1
3.565004738E0,-9.450078011E-3,1.149954796E-1,2.668380737E-3
3.570000728E0,1.048204303E-2,9.142112732E-2,-1.167211533E-1
3.574996718E0,3.048002720E-2,9.211635590E-2,-2.257766724E-1
3.579992707E0,5.540636182E-2,1.028623581E-1,-3.152036667E-1
3.584988697E0,3.766484559E-2,1.048116684E-1,-3.757820129E-1
3.589984686E0,4.895351827E-2,1.029243469E-1,-4.268217087E-1
3.594980676E0,4.624700546E-2,9.252643585E-2,-4.446792603E-1
3.599976665E0,4.858656228E-2,8.797979355E-2,-4.201602936E-1
3.604972655E0,2.252939343E-2,7.973623276E-2,-3.963508606E-1
3.609968645E0,-3.472700715E-3,6.768655777E-2,-3.494262695E-1
3.614964634E0,-3.912369907E-2,5.651998520E-2,-2.937784195E-1
3.619960624E0,-7.007431984E-2,4.134225845E-2,-2.104187012E-1
3.624956613E0,-8.227878809E-2,4.570150375E-2,-1.421957016E-1
3.629952603E0,-9.029936790E-2,4.555368423E-2,-3.667831421E-2
3.634948593E0,-9.910309315E-2,5.016088486E-2,8.222198486E-2
3.639944634E0,-1.037972569E-1,5.436706543E-2,2.050762177E-1
3.644940676E0,-1.091188490E-1,4.370021820E-2,3.272180557E-1
3.649936718E0,-8.631935716E-2,2.746057510E-2,3.728332520E-1
3.654932759E0,-7.311581075E-2,-2.284288406E-2,3.663139343E-1
3.659928801E0,-3.609684110E-2,-6.419038773E-2,3.223390579E-1
3.664924843E0,1.056972146E-2,-7.743597031E-2,2.600955963E-1
3.669920884E0,4.317592084E-2,-5.331754684E-2,1.559934616E-1
3.674916926E0,5.231906474E-2,-2.502059937E-2,7.667827606E-2
3.679912968E0,6.172993779E-2,1.701021194E-2,-1.133823395E-2
3.684909009E0,5.688530207E-2,4.919338226E-2,-6.062984467E-2
3.689905051E0,5.164438486E-2,5.261659622E-2,-1.094951630E-1
3.694901093E0,1.265588403E-2,4.665470123E-2,-1.200180054E-1
3.699897134E0,2.574241161E-2,7.412481308E-2,-1.210136414E-1
3.704893176E0,2.419716120E-2,8.247041702E-2,-1.410331726E-1
